INSERT INTO tb_attendance (class_ID, student_ID, date, status) 
(35, 199, '2023-08-23', 'late'),
(35, 154, '2023-08-28', 'late'),
(35, 155, '2023-08-28', 'present'),
(35, 156, '2023-08-28', 'present'),
(35, 157, '2023-08-28', 'present'),
(35, 158, '2023-08-28', 'absent'),
(35, 159, '2023-08-28', 'late'),
(35, 160, '2023-08-28', 'late'),
(35, 161, '2023-08-28', 'late'),
(35, 162, '2023-08-28', 'late'),
(35, 163, '2023-08-28', 'late'),
(35, 164, '2023-08-28', 'late'),
(35, 165, '2023-08-28', 'present'),
(35, 166, '2023-08-28', 'late'),
(35, 167, '2023-08-28', 'late'),
(35, 168, '2023-08-28', 'late'),
(35, 169, '2023-08-28', 'present'),
(35, 170, '2023-08-28', 'late'),
(35, 171, '2023-08-28', 'late'),
(35, 172, '2023-08-28', 'present'),
(35, 173, '2023-08-28', 'present'),
(35, 174, '2023-08-28', 'present'),
(35, 175, '2023-08-28', 'late'),
(35, 176, '2023-08-28', 'late'),
(35, 177, '2023-08-28', 'late'),
(35, 178, '2023-08-28', 'late'),
(35, 179, '2023-08-28', 'late'),
(35, 180, '2023-08-28', 'present'),
(35, 181, '2023-08-28', 'late'),
(35, 182, '2023-08-28', 'present'),
(35, 183, '2023-08-28', 'late'),
(35, 184, '2023-08-28', 'late'),
(35, 185, '2023-08-28', 'late'),
(35, 186, '2023-08-28', 'present'),
(35, 187, '2023-08-28', 'late'),
(35, 188, '2023-08-28', 'present'),
(35, 189, '2023-08-28', 'present'),
(35, 190, '2023-08-28', 'late'),
(35, 191, '2023-08-28', 'late'),
(35, 192, '2023-08-28', 'late'),
(35, 193, '2023-08-28', 'late'),
(35, 194, '2023-08-28', 'late'),
(35, 195, '2023-08-28', 'late'),
(35, 196, '2023-08-28', 'present'),
(35, 197, '2023-08-28', 'present'),
(35, 198, '2023-08-28', 'late'),
(35, 199, '2023-08-28', 'present'),
(35, 154, '2023-08-30', 'present'),
(35, 155, '2023-08-30', 'late'),
(35, 156, '2023-08-30', 'late'),
(35, 157, '2023-08-30', 'late'),
(35, 158, '2023-08-30', 'late'),
(35, 159, '2023-08-30', 'late'),
(35, 160, '2023-08-30', 'late'),
(35, 161, '2023-08-30', 'present'),
(35, 162, '2023-08-30', 'present'),
(35, 163, '2023-08-30', 'late'),
(35, 164, '2023-08-30', 'present'),
(35, 165, '2023-08-30', 'late'),
(35, 166, '2023-08-30', 'late'),
(35, 167, '2023-08-30', 'late'),
(35, 168, '2023-08-30', 'present'),
(35, 169, '2023-08-30', 'absent'),
(35, 170, '2023-08-30', 'absent'),
(35, 171, '2023-08-30', 'late'),
(35, 172, '2023-08-30', 'present'),
(35, 173, '2023-08-30', 'present'),
(35, 174, '2023-08-30', 'late'),
(35, 175, '2023-08-30', 'present'),
(35, 176, '2023-08-30', 'late'),
(35, 177, '2023-08-30', 'late'),
(35, 178, '2023-08-30', 'late'),
(35, 179, '2023-08-30', 'late'),
(35, 180, '2023-08-30', 'present'),
(35, 181, '2023-08-30', 'present'),
(35, 182, '2023-08-30', 'present'),
(35, 183, '2023-08-30', 'present'),
(35, 184, '2023-08-30', 'present'),
(35, 185, '2023-08-30', 'present'),
(35, 186, '2023-08-30', 'present'),
(35, 187, '2023-08-30', 'late'),
(35, 188, '2023-08-30', 'present'),
(35, 189, '2023-08-30', 'late'),
(35, 190, '2023-08-30', 'late'),
(35, 191, '2023-08-30', 'late'),
(35, 192, '2023-08-30', 'present'),
(35, 193, '2023-08-30', 'present'),
(35, 194, '2023-08-30', 'late'),
(35, 195, '2023-08-30', 'late'),
(35, 196, '2023-08-30', 'present'),
(35, 197, '2023-08-30', 'absent'),
(35, 198, '2023-08-30', 'late'),
(35, 199, '2023-08-30', 'late'),
(35, 154, '2023-09-04', 'late'),
(35, 155, '2023-09-04', 'late'),
(35, 156, '2023-09-04', 'late'),
(35, 157, '2023-09-04', 'present'),
(35, 158, '2023-09-04', 'present'),
(35, 159, '2023-09-04', 'present'),
(35, 160, '2023-09-04', 'present'),
(35, 161, '2023-09-04', 'late'),
(35, 162, '2023-09-04', 'late'),
(35, 163, '2023-09-04', 'present'),
(35, 164, '2023-09-04', 'present'),
(35, 165, '2023-09-04', 'late'),
(35, 166, '2023-09-04', 'present'),
(35, 167, '2023-09-04', 'present'),
(35, 168, '2023-09-04', 'present'),
(35, 169, '2023-09-04', 'present'),
(35, 170, '2023-09-04', 'late'),
(35, 171, '2023-09-04', 'present'),
(35, 172, '2023-09-04', 'present'),
(35, 173, '2023-09-04', 'late'),
(35, 174, '2023-09-04', 'late'),
(35, 175, '2023-09-04', 'late'),
(35, 176, '2023-09-04', 'present'),
(35, 177, '2023-09-04', 'present'),
(35, 178, '2023-09-04', 'present'),
(35, 179, '2023-09-04', 'late'),
(35, 180, '2023-09-04', 'late'),
(35, 181, '2023-09-04', 'present'),
(35, 182, '2023-09-04', 'present'),
(35, 183, '2023-09-04', 'late'),
(35, 184, '2023-09-04', 'late'),
(35, 185, '2023-09-04', 'late'),
(35, 186, '2023-09-04', 'late'),
(35, 187, '2023-09-04', 'late'),
(35, 188, '2023-09-04', 'present'),
(35, 189, '2023-09-04', 'absent'),
(35, 190, '2023-09-04', 'present'),
(35, 191, '2023-09-04', 'present'),
(35, 192, '2023-09-04', 'present'),
(35, 193, '2023-09-04', 'late'),
(35, 194, '2023-09-04', 'late'),
(35, 195, '2023-09-04', 'present'),
(35, 196, '2023-09-04', 'present'),
(35, 197, '2023-09-04', 'present'),
(35, 198, '2023-09-04', 'late'),
(35, 199, '2023-09-04', 'present'),
(35, 154, '2023-09-06', 'present'),
(35, 155, '2023-09-06', 'present'),
(35, 156, '2023-09-06', 'late'),
(35, 157, '2023-09-06', 'late'),
(35, 158, '2023-09-06', 'late'),
(35, 159, '2023-09-06', 'late'),
(35, 160, '2023-09-06', 'present'),
(35, 161, '2023-09-06', 'present'),
(35, 162, '2023-09-06', 'present'),
(35, 163, '2023-09-06', 'present'),
(35, 164, '2023-09-06', 'present'),
(35, 165, '2023-09-06', 'late'),
(35, 166, '2023-09-06', 'present'),
(35, 167, '2023-09-06', 'present'),
(35, 168, '2023-09-06', 'present'),
(35, 169, '2023-09-06', 'present'),
(35, 170, '2023-09-06', 'late'),
(35, 171, '2023-09-06', 'late'),
(35, 172, '2023-09-06', 'late'),
(35, 173, '2023-09-06', 'late'),
(35, 174, '2023-09-06', 'present'),
(35, 175, '2023-09-06', 'present'),
(35, 176, '2023-09-06', 'late'),
(35, 177, '2023-09-06', 'present'),
(35, 178, '2023-09-06', 'present'),
(35, 179, '2023-09-06', 'late'),
(35, 180, '2023-09-06', 'present'),
(35, 181, '2023-09-06', 'late'),
(35, 182, '2023-09-06', 'present'),
(35, 183, '2023-09-06', 'late'),
(35, 184, '2023-09-06', 'present'),
(35, 185, '2023-09-06', 'late'),
(35, 186, '2023-09-06', 'late'),
(35, 187, '2023-09-06', 'present'),
(35, 188, '2023-09-06', 'present'),
(35, 189, '2023-09-06', 'present'),
(35, 190, '2023-09-06', 'present'),
(35, 191, '2023-09-06', 'present'),
(35, 192, '2023-09-06', 'late'),
(35, 193, '2023-09-06', 'late'),
(35, 194, '2023-09-06', 'present'),
(35, 195, '2023-09-06', 'late'),
(35, 196, '2023-09-06', 'present'),
(35, 197, '2023-09-06', 'late'),
(35, 198, '2023-09-06', 'late'),
(35, 199, '2023-09-06', 'present'),
(35, 154, '2023-09-11', 'late'),
(35, 155, '2023-09-11', 'late'),
(35, 156, '2023-09-11', 'late'),
(35, 157, '2023-09-11', 'present'),
(35, 158, '2023-09-11', 'late'),
(35, 159, '2023-09-11', 'present'),
(35, 160, '2023-09-11', 'late'),
(35, 161, '2023-09-11', 'late'),
(35, 162, '2023-09-11', 'late'),
(35, 163, '2023-09-11', 'late'),
(35, 164, '2023-09-11', 'late'),
(35, 165, '2023-09-11', 'late'),
(35, 166, '2023-09-11', 'present'),
(35, 167, '2023-09-11', 'late'),
(35, 168, '2023-09-11', 'absent'),
(35, 169, '2023-09-11', 'absent'),
(35, 170, '2023-09-11', 'present'),
(35, 171, '2023-09-11', 'present'),
(35, 172, '2023-09-11', 'late'),
(35, 173, '2023-09-11', 'late'),
(35, 174, '2023-09-11', 'present'),
(35, 175, '2023-09-11', 'late'),
(35, 176, '2023-09-11', 'present'),
(35, 177, '2023-09-11', 'present'),
(35, 178, '2023-09-11', 'present'),
(35, 179, '2023-09-11', 'late'),
(35, 180, '2023-09-11', 'late'),
(35, 181, '2023-09-11', 'present'),
(35, 182, '2023-09-11', 'late'),
(35, 183, '2023-09-11', 'late'),
(35, 184, '2023-09-11', 'present'),
(35, 185, '2023-09-11', 'late'),
(35, 186, '2023-09-11', 'late'),
(35, 187, '2023-09-11', 'late'),
(35, 188, '2023-09-11', 'present'),
(35, 189, '2023-09-11', 'late'),
(35, 190, '2023-09-11', 'present'),
(35, 191, '2023-09-11', 'late'),
(35, 192, '2023-09-11', 'late'),
(35, 193, '2023-09-11', 'late'),
(35, 194, '2023-09-11', 'present'),
(35, 195, '2023-09-11', 'late'),
(35, 196, '2023-09-11', 'late'),
(35, 197, '2023-09-11', 'late'),
(35, 198, '2023-09-11', 'present'),
(35, 199, '2023-09-11', 'present'),
(35, 154, '2023-09-13', 'present'),
(35, 155, '2023-09-13', 'present'),
(35, 156, '2023-09-13', 'present'),
(35, 157, '2023-09-13', 'present'),
(35, 158, '2023-09-13', 'late'),
(35, 159, '2023-09-13', 'late'),
(35, 160, '2023-09-13', 'present'),
(35, 161, '2023-09-13', 'absent'),
(35, 162, '2023-09-13', 'present'),
(35, 163, '2023-09-13', 'present'),
(35, 164, '2023-09-13', 'present'),
(35, 165, '2023-09-13', 'present'),
(35, 166, '2023-09-13', 'late'),
(35, 167, '2023-09-13', 'present'),
(35, 168, '2023-09-13', 'late'),
(35, 169, '2023-09-13', 'present'),
(35, 170, '2023-09-13', 'present'),
(35, 171, '2023-09-13', 'present'),
(35, 172, '2023-09-13', 'present'),
(35, 173, '2023-09-13', 'late'),
(35, 174, '2023-09-13', 'present'),
(35, 175, '2023-09-13', 'late'),
(35, 176, '2023-09-13', 'late'),
(35, 177, '2023-09-13', 'present'),
(35, 178, '2023-09-13', 'present'),
(35, 179, '2023-09-13', 'late'),
(35, 180, '2023-09-13', 'late'),
(35, 181, '2023-09-13', 'present'),
(35, 182, '2023-09-13', 'present'),
(35, 183, '2023-09-13', 'late'),
(35, 184, '2023-09-13', 'late'),
(35, 185, '2023-09-13', 'late'),
(35, 186, '2023-09-13', 'present'),
(35, 187, '2023-09-13', 'present'),
(35, 188, '2023-09-13', 'late'),
(35, 189, '2023-09-13', 'present'),
(35, 190, '2023-09-13', 'late'),
(35, 191, '2023-09-13', 'late'),
(35, 192, '2023-09-13', 'present'),
(35, 193, '2023-09-13', 'present'),
(35, 194, '2023-09-13', 'late'),
(35, 195, '2023-09-13', 'present'),
(35, 196, '2023-09-13', 'present'),
(35, 197, '2023-09-13', 'present'),
(35, 198, '2023-09-13', 'present'),
(35, 199, '2023-09-13', 'late'),
(35, 154, '2023-09-18', 'late'),
(35, 155, '2023-09-18', 'present'),
(35, 156, '2023-09-18', 'present'),
(35, 157, '2023-09-18', 'present'),
(35, 158, '2023-09-18', 'present'),
(35, 159, '2023-09-18', 'present'),
(35, 160, '2023-09-18', 'late'),
(35, 161, '2023-09-18', 'late'),
(35, 162, '2023-09-18', 'present'),
(35, 163, '2023-09-18', 'late'),
(35, 164, '2023-09-18', 'late'),
(35, 165, '2023-09-18', 'late'),
(35, 166, '2023-09-18', 'late'),
(35, 167, '2023-09-18', 'late'),
(35, 168, '2023-09-18', 'late'),
(35, 169, '2023-09-18', 'late'),
(35, 170, '2023-09-18', 'late'),
(35, 171, '2023-09-18', 'present'),
(35, 172, '2023-09-18', 'late'),
(35, 173, '2023-09-18', 'present'),
(35, 174, '2023-09-18', 'present'),
(35, 175, '2023-09-18', 'late'),
(35, 176, '2023-09-18', 'present'),
(35, 177, '2023-09-18', 'present'),
(35, 178, '2023-09-18', 'present'),
(35, 179, '2023-09-18', 'late'),
(35, 180, '2023-09-18', 'late'),
(35, 181, '2023-09-18', 'present'),
(35, 182, '2023-09-18', 'late'),
(35, 183, '2023-09-18', 'late'),
(35, 184, '2023-09-18', 'present'),
(35, 185, '2023-09-18', 'late'),
(35, 186, '2023-09-18', 'late'),
(35, 187, '2023-09-18', 'present'),
(35, 188, '2023-09-18', 'present'),
(35, 189, '2023-09-18', 'present'),
(35, 190, '2023-09-18', 'present'),
(35, 191, '2023-09-18', 'present'),
(35, 192, '2023-09-18', 'late'),
(35, 193, '2023-09-18', 'present'),
(35, 194, '2023-09-18', 'absent'),
(35, 195, '2023-09-18', 'absent'),
(35, 196, '2023-09-18', 'late'),
(35, 197, '2023-09-18', 'late'),
(35, 198, '2023-09-18', 'present'),
(35, 199, '2023-09-18', 'late'),
(35, 154, '2023-09-20', 'present'),
(35, 155, '2023-09-20', 'present'),
(35, 156, '2023-09-20', 'present'),
(35, 157, '2023-09-20', 'late'),
(35, 158, '2023-09-20', 'present'),
(35, 159, '2023-09-20', 'present'),
(35, 160, '2023-09-20', 'present'),
(35, 161, '2023-09-20', 'late'),
(35, 162, '2023-09-20', 'late'),
(35, 163, '2023-09-20', 'present'),
(35, 164, '2023-09-20', 'present'),
(35, 165, '2023-09-20', 'present'),
(35, 166, '2023-09-20', 'present'),
(35, 167, '2023-09-20', 'present'),
(35, 168, '2023-09-20', 'absent'),
(35, 169, '2023-09-20', 'present'),
(35, 170, '2023-09-20', 'present'),
(35, 171, '2023-09-20', 'present'),
(35, 172, '2023-09-20', 'late'),
(35, 173, '2023-09-20', 'present'),
(35, 174, '2023-09-20', 'present'),
(35, 175, '2023-09-20', 'late'),
(35, 176, '2023-09-20', 'present'),
(35, 177, '2023-09-20', 'present'),
(35, 178, '2023-09-20', 'late'),
(35, 179, '2023-09-20', 'late'),
(35, 180, '2023-09-20', 'late'),
(35, 181, '2023-09-20', 'present'),
(35, 182, '2023-09-20', 'present'),
(35, 183, '2023-09-20', 'present'),
(35, 184, '2023-09-20', 'present'),
(35, 185, '2023-09-20', 'present'),
(35, 186, '2023-09-20', 'late'),
(35, 187, '2023-09-20', 'late'),
(35, 188, '2023-09-20', 'present'),
(35, 189, '2023-09-20', 'late'),
(35, 190, '2023-09-20', 'present'),
(35, 191, '2023-09-20', 'present'),
(35, 192, '2023-09-20', 'present'),
(35, 193, '2023-09-20', 'late'),
(35, 194, '2023-09-20', 'present'),
(35, 195, '2023-09-20', 'late'),
(35, 196, '2023-09-20', 'late'),
(35, 197, '2023-09-20', 'present'),
(35, 198, '2023-09-20', 'present'),
(35, 199, '2023-09-20', 'present'),
(35, 154, '2023-09-25', 'late'),
(35, 155, '2023-09-25', 'present'),
(35, 156, '2023-09-25', 'late'),
(35, 157, '2023-09-25', 'present'),
(35, 158, '2023-09-25', 'late'),
(35, 159, '2023-09-25', 'late'),
(35, 160, '2023-09-25', 'late'),
(35, 161, '2023-09-25', 'late'),
(35, 162, '2023-09-25', 'late'),
(35, 163, '2023-09-25', 'late'),
(35, 164, '2023-09-25', 'late'),
(35, 165, '2023-09-25', 'late'),
(35, 166, '2023-09-25', 'late'),
(35, 167, '2023-09-25', 'late'),
(35, 168, '2023-09-25', 'present'),
(35, 169, '2023-09-25', 'late'),
(35, 170, '2023-09-25', 'late'),
(35, 171, '2023-09-25', 'present'),
(35, 172, '2023-09-25', 'late'),
(35, 173, '2023-09-25', 'present'),
(35, 174, '2023-09-25', 'late'),
(35, 175, '2023-09-25', 'present'),
(35, 176, '2023-09-25', 'present'),
(35, 177, '2023-09-25', 'present'),
(35, 178, '2023-09-25', 'present'),
(35, 179, '2023-09-25', 'late'),
(35, 180, '2023-09-25', 'late'),
(35, 181, '2023-09-25', 'present'),
(35, 182, '2023-09-25', 'present'),
(35, 183, '2023-09-25', 'present'),
(35, 184, '2023-09-25', 'present'),
(35, 185, '2023-09-25', 'late'),
(35, 186, '2023-09-25', 'present'),
(35, 187, '2023-09-25', 'late'),
(35, 188, '2023-09-25', 'present'),
(35, 189, '2023-09-25', 'present'),
(35, 190, '2023-09-25', 'absent'),
(35, 191, '2023-09-25', 'absent'),
(35, 192, '2023-09-25', 'present'),
(35, 193, '2023-09-25', 'late'),
(35, 194, '2023-09-25', 'present'),
(35, 195, '2023-09-25', 'present'),
(35, 196, '2023-09-25', 'late'),
(35, 197, '2023-09-25', 'late'),
(35, 198, '2023-09-25', 'present'),
(35, 199, '2023-09-25', 'late'),
(35, 154, '2023-09-27', 'late'),
(35, 155, '2023-09-27', 'late'),
(35, 156, '2023-09-27', 'late'),
(35, 157, '2023-09-27', 'late'),
(35, 158, '2023-09-27', 'present'),
(35, 159, '2023-09-27', 'late'),
(35, 160, '2023-09-27', 'late'),
(35, 161, '2023-09-27', 'present'),
(35, 162, '2023-09-27', 'present'),
(35, 163, '2023-09-27', 'late'),
(35, 164, '2023-09-27', 'late'),
(35, 165, '2023-09-27', 'present'),
(35, 166, '2023-09-27', 'present'),
(35, 167, '2023-09-27', 'late'),
(35, 168, '2023-09-27', 'late'),
(35, 169, '2023-09-27', 'present'),
(35, 170, '2023-09-27', 'present'),
(35, 171, '2023-09-27', 'late'),
(35, 172, '2023-09-27', 'late'),
(35, 173, '2023-09-27', 'present'),
(35, 174, '2023-09-27', 'present'),
(35, 175, '2023-09-27', 'present'),
(35, 176, '2023-09-27', 'late'),
(35, 177, '2023-09-27', 'late'),
(35, 178, '2023-09-27', 'present'),
(35, 179, '2023-09-27', 'present'),
(35, 180, '2023-09-27', 'late'),
(35, 181, '2023-09-27', 'present'),
(35, 182, '2023-09-27', 'late'),
(35, 183, '2023-09-27', 'late'),
(35, 184, '2023-09-27', 'late'),
(35, 185, '2023-09-27', 'late'),
(35, 186, '2023-09-27', 'present'),
(35, 187, '2023-09-27', 'present'),
(35, 188, '2023-09-27', 'late'),
(35, 189, '2023-09-27', 'absent'),
(35, 190, '2023-09-27', 'late'),
(35, 191, '2023-09-27', 'present'),
(35, 192, '2023-09-27', 'late'),
(35, 193, '2023-09-27', 'late'),
(35, 194, '2023-09-27', 'late'),
(35, 195, '2023-09-27', 'present'),
(35, 196, '2023-09-27', 'present'),
(35, 197, '2023-09-27', 'present'),
(35, 198, '2023-09-27', 'present'),
(35, 199, '2023-09-27', 'late'),
(35, 154, '2023-10-02', 'late'),
(35, 155, '2023-10-02', 'late'),
(35, 156, '2023-10-02', 'late'),
(35, 157, '2023-10-02', 'present'),
(35, 158, '2023-10-02', 'present'),
(35, 159, '2023-10-02', 'present'),
(35, 160, '2023-10-02', 'present'),
(35, 161, '2023-10-02', 'late'),
(35, 162, '2023-10-02', 'late'),
(35, 163, '2023-10-02', 'present'),
(35, 164, '2023-10-02', 'present'),
(35, 165, '2023-10-02', 'present'),
(35, 166, '2023-10-02', 'late'),
(35, 167, '2023-10-02', 'late'),
(35, 168, '2023-10-02', 'present'),
(35, 169, '2023-10-02', 'absent'),
(35, 170, '2023-10-02', 'absent'),
(35, 171, '2023-10-02', 'late'),
(35, 172, '2023-10-02', 'present'),
(35, 173, '2023-10-02', 'present'),
(35, 174, '2023-10-02', 'present'),
(35, 175, '2023-10-02', 'present'),
(35, 176, '2023-10-02', 'late'),
(35, 177, '2023-10-02', 'present'),
(35, 178, '2023-10-02', 'late'),
(35, 179, '2023-10-02', 'present'),
(35, 180, '2023-10-02', 'present'),
(35, 181, '2023-10-02', 'late'),
(35, 182, '2023-10-02', 'late'),
(35, 183, '2023-10-02', 'late'),
(35, 184, '2023-10-02', 'present'),
(35, 185, '2023-10-02', 'present'),
(35, 186, '2023-10-02', 'present'),
(35, 187, '2023-10-02', 'late'),
(35, 188, '2023-10-02', 'present'),
(35, 189, '2023-10-02', 'late'),
(35, 190, '2023-10-02', 'late'),
(35, 191, '2023-10-02', 'late'),
(35, 192, '2023-10-02', 'late'),
(35, 193, '2023-10-02', 'late'),
(35, 194, '2023-10-02', 'late'),
(35, 195, '2023-10-02', 'late'),
(35, 196, '2023-10-02', 'late'),
(35, 197, '2023-10-02', 'present'),
(35, 198, '2023-10-02', 'late'),
(35, 199, '2023-10-02', 'late'),
(35, 154, '2023-10-04', 'late'),
(35, 155, '2023-10-04', 'present'),
(35, 156, '2023-10-04', 'late'),
(35, 157, '2023-10-04', 'late'),
(35, 158, '2023-10-04', 'present'),
(35, 159, '2023-10-04', 'late'),
(35, 160, '2023-10-04', 'present'),
(35, 161, '2023-10-04', 'present'),
(35, 162, '2023-10-04', 'present'),
(35, 163, '2023-10-04', 'late'),
(35, 164, '2023-10-04', 'present'),
(35, 165, '2023-10-04', 'present'),
(35, 166, '2023-10-04', 'late'),
(35, 167, '2023-10-04', 'present'),
(35, 168, '2023-10-04', 'absent'),
(35, 169, '2023-10-04', 'late'),
(35, 170, '2023-10-04', 'late'),
(35, 171, '2023-10-04', 'present'),
(35, 172, '2023-10-04', 'present'),
(35, 173, '2023-10-04', 'late'),
(35, 174, '2023-10-04', 'late'),
(35, 175, '2023-10-04', 'late'),
(35, 176, '2023-10-04', 'late'),
(35, 177, '2023-10-04', 'late'),
(35, 178, '2023-10-04', 'present'),
(35, 179, '2023-10-04', 'present'),
(35, 180, '2023-10-04', 'present'),
(35, 181, '2023-10-04', 'late'),
(35, 182, '2023-10-04', 'late'),
(35, 183, '2023-10-04', 'late'),
(35, 184, '2023-10-04', 'present'),
(35, 185, '2023-10-04', 'late'),
(35, 186, '2023-10-04', 'present'),
(35, 187, '2023-10-04', 'late'),
(35, 188, '2023-10-04', 'late'),
(35, 189, '2023-10-04', 'present'),
(35, 190, '2023-10-04', 'present'),
(35, 191, '2023-10-04', 'late'),
(35, 192, '2023-10-04', 'late'),
(35, 193, '2023-10-04', 'present'),
(35, 194, '2023-10-04', 'late'),
(35, 195, '2023-10-04', 'late'),
(35, 196, '2023-10-04', 'late'),
(35, 197, '2023-10-04', 'late'),
(35, 198, '2023-10-04', 'present'),
(35, 199, '2023-10-04', 'late'),
(35, 154, '2023-10-16', 'present'),
(35, 155, '2023-10-16', 'late'),
(35, 156, '2023-10-16', 'late'),
(35, 157, '2023-10-16', 'present'),
(35, 158, '2023-10-16', 'late'),
(35, 159, '2023-10-16', 'late'),
(35, 160, '2023-10-16', 'present'),
(35, 161, '2023-10-16', 'present'),
(35, 162, '2023-10-16', 'present'),
(35, 163, '2023-10-16', 'present'),
(35, 164, '2023-10-16', 'present'),
(35, 165, '2023-10-16', 'late'),
(35, 166, '2023-10-16', 'late'),
(35, 167, '2023-10-16', 'present'),
(35, 168, '2023-10-16', 'late'),
(35, 169, '2023-10-16', 'present'),
(35, 170, '2023-10-16', 'present'),
(35, 171, '2023-10-16', 'late'),
(35, 172, '2023-10-16', 'present'),
(35, 173, '2023-10-16', 'late'),
(35, 174, '2023-10-16', 'late'),
(35, 175, '2023-10-16', 'late'),
(35, 176, '2023-10-16', 'present'),
(35, 177, '2023-10-16', 'late'),
(35, 178, '2023-10-16', 'present'),
(35, 179, '2023-10-16', 'present'),
(35, 180, '2023-10-16', 'present'),
(35, 181, '2023-10-16', 'late'),
(35, 182, '2023-10-16', 'present'),
(35, 183, '2023-10-16', 'present'),
(35, 184, '2023-10-16', 'present'),
(35, 185, '2023-10-16', 'late'),
(35, 186, '2023-10-16', 'present'),
(35, 187, '2023-10-16', 'present'),
(35, 188, '2023-10-16', 'late'),
(35, 189, '2023-10-16', 'present'),
(35, 190, '2023-10-16', 'present'),
(35, 191, '2023-10-16', 'late'),
(35, 192, '2023-10-16', 'present'),
(35, 193, '2023-10-16', 'absent'),
(35, 194, '2023-10-16', 'absent'),
(35, 195, '2023-10-16', 'present'),
(35, 196, '2023-10-16', 'late'),
(35, 197, '2023-10-16', 'present'),
(35, 198, '2023-10-16', 'late'),
(35, 199, '2023-10-16', 'late'),
(35, 154, '2023-10-18', 'late'),
(35, 155, '2023-10-18', 'present'),
(35, 156, '2023-10-18', 'late'),
(35, 157, '2023-10-18', 'late'),
(35, 158, '2023-10-18', 'present'),
